id,ime,podrocje,nadstropje,leto,velikost,cena,posredovanje,tip1
6059324,"LJ. CENTER, PRI UKC",Center,6,2009,221.25,467179.0,Prodaja,Stanovanje
6048623,"LJ. CENTER, PRULE",Center,M,2005,131.0,320000.0,Prodaja,Stanovanje
5973709,"LJ. CENTER, RAZKOŠNO, V MESTNEM JEDRU",Center,2,1895,110.0,650000.0,Prodaja,Stanovanje
6060749,"LJ. CENTER, RESLJEVA CESTA",Center,VP,1920,170.65,350000.0,Prodaja,Stanovanje
6069627,"LJ. CENTER, SLOMŠKOVA ULICA",Center,2,1852,108.4,220000.0,Prodaja,Stanovanje
6061564,"LJ. CENTER, SLOVENSKA ULICA",Center,3,2014,120.8,296000.0,Prodaja,Stanovanje
5990842,"LJ. CENTER, STARA",Center,2,1760,54.0,162000.0,Prodaja,Stanovanje
6060045,"LJ. CENTER, STARI TRG",Center,2,1700,95.6,299000.0,Prodaja,Stanovanje
6056299,"LJ. CENTER, STROGI",Center,2,1895,110.0,650000.0,Prodaja,Stanovanje
6064252,"LJ. CENTER, TABOR",Center,6,2001,83.8,249000.0,Prodaja,Stanovanje
6062479,"LJ. CENTER, TABOR - UKC",Center,4,1962,73.5,230000.0,Prodaja,Stanovanje
5788431,"PTUJ, BRSTJE",Center,2,2005,49.3,159000.0,Prodaja,Stanovanje
6053894,"LJ. CENTER, TRUBARJEVA CESTA",Center,3,1930,80.0,185000.0,Prodaja,Stanovanje
6068218,"LJ. CENTER, V BLIŽINI FILOZOFSKE FAKULTETE",Center,3,1900,124.0,440000.0,Prodaja,Stanovanje
6069623,"LJ. CENTER, V SITULI",Center,2,2013,202.71,575000.0,Prodaja,Stanovanje
6047464,"LJ. CENTER, VODMAT",Center,VP,1964,48.4,125000.0,Prodaja,Stanovanje
6069079,"LJ. CENTER, VODMAT",Center,VP,1964,64.1,125000.0,Prodaja,Stanovanje
6069629,"LJ. CENTER, VRTAČA",Center,5,1962,10.8,24000.0,Prodaja,Stanovanje
6068329,"LJ. CENTER, Z BALKONOM",Center,1,2011,80.0,135000.0,Prodaja,Stanovanje
6068983,"LJ. CENTER, ZUPANČIČEVA",Center,3,2009,110.0,320000.0,Prodaja,Stanovanje
6069336,POLJANE,Center,ME,1970,88.8,280000.0,Prodaja,Stanovanje
6067088,STARA LJ.,Center,3,1930,117.9,310000.0,Prodaja,Stanovanje
6060629,"STARA LJ., EKSKLUZIVNA PONUDBA",Center,2,1895,110.0,650000.0,Prodaja,Stanovanje
6063469,TABOR,Center,2,1907,105.3,212000.0,Prodaja,Stanovanje
6024240,"VODMAT, LJ CENTER",Center,VP,1964,53.24,125000.0,Prodaja,Stanovanje
6062911,"BTC, NASELJE ATRIUM, ZELENA JAMA",Moste-Polje,4,2010,169.53,342056.44,Prodaja,Stanovanje
6054146,"BTC, ŠMARTINSKA CESTA 72, ATRIUM",Moste-Polje,1,2009,58.8,175000.0,Prodaja,Stanovanje
6069212,FUŽINE,Moste-Polje,P,1981,34.8,83500.0,Prodaja,Stanovanje
6068944,"FUŽINE, BRODARJEV TRG",Moste-Polje,VP,1982,69.0,135000.0,Prodaja,Stanovanje
6022015,"FUŽINE, CHENGDUJSKA",Moste-Polje,1,1986,98.44,197000.0,Prodaja,Hiša
6066329,"FUŽINE, RUSJANOV TRG",Moste-Polje,2,1986,80.1,165000.0,Prodaja,Stanovanje
6068302,JARŠE,Moste-Polje,7,1982,79.2,179000.0,Prodaja,Stanovanje
6033218,KODELJEVO,Moste-Polje,1,1960,54.0,135000.0,Prodaja,Stanovanje
6062266,LJ. MOSTE,Moste-Polje,4,1961,30.2,89000.0,Prodaja,Stanovanje
6066337,LJ. MOSTE,Moste-Polje,P,1899,43.1,79000.0,Prodaja,Stanovanje
5464721,LJ. MOSTE,Moste-Polje,VP,2016,62.7,156000.0,Prodaja,Stanovanje
6068369,LJ. MOSTE,Moste-Polje,M,1950,65.0,147000.0,Prodaja,Stanovanje
6069055,LJ. MOSTE,Moste-Polje,2,2006,67.0,131900.0,Prodaja,Stanovanje
5953705,LJ. MOSTE,Moste-Polje,VP,1960,75.2,148000.0,Prodaja,Stanovanje
6059953,LJ. MOSTE,Moste-Polje,1,1968,84.6,168500.0,Prodaja,Stanovanje
5952316,LJ. MOSTE,Moste-Polje,P,1900,118.6,200000.0,Prodaja,Stanovanje
6057327,"LJ. MOSTE, BLIZU ZDRAVSTVENEGA DOMA",Moste-Polje,P,1960,58.2,122000.0,Prodaja,Stanovanje
6039320,"LJ. MOSTE, BLIŽINA UKC",Moste-Polje,1,1927,47.0,99000.0,Prodaja,Stanovanje
5932572,"LJ. MOSTE, DOBRUNJE, JAVOR",Moste-Polje,P,1950,38.0,59000.0,Prodaja,Stanovanje
6023327,"LJ. MOSTE, KAJUHOVA",Moste-Polje,11,1967,70.7,165000.0,Prodaja,Stanovanje
6043150,"LJ. MOSTE, KODELJEVO",Moste-Polje,1,1946,69.6,155000.0,Prodaja,Stanovanje
6042550,"LJ. MOSTE, KODELJEVO, Z GARAŽO",Moste-Polje,1,1987,69.0,159000.0,Prodaja,Stanovanje
6016178,"LJ. MOSTE, OB KAJUHOVI",Moste-Polje,1,1964,67.0,135000.0,Prodaja,Stanovanje
6069437,"LJ. MOSTE, POLJE",Moste-Polje,4,1974,29.0,73000.0,Prodaja,Stanovanje
6035292,"LJ. MOSTE, POLJE - SNEBERJE",Moste-Polje,1,1965,41.3,83000.0,Prodaja,Stanovanje
6038701,"LJ. MOSTE, ROŽIČEVA ULICA",Moste-Polje,1,1962,62.0,125000.0,Prodaja,Stanovanje
6064847,"LJ. MOSTE, ŠTEPANJSKO NASELJE",Moste-Polje,2,1977,21.1,68000.0,Prodaja,Stanovanje
6041038,"LJ. MOSTE, ŠTEPANJSKO NASELJE",Moste-Polje,13,1978,27.0,77000.0,Prodaja,Stanovanje
6069454,"LJ. MOSTE, ŠTEPANJSKO NASELJE",Moste-Polje,10,1978,64.8,155000.0,Oddaja,Stanovanje
6068853,"LJ. MOSTE, VEVČE",Moste-Polje,PK,2000,53.0,131000.0,Prodaja,Stanovanje
5924595,"LJ. MOSTE, ZALOG",Moste-Polje,P,2008,40.0,79900.0,Prodaja,Stanovanje
6054331,"LJ. MOSTE, ZALOG",Moste-Polje,2,1960,82.2,160000.0,Prodaja,Stanovanje
5796851,ZREČE,Moste-Polje,4,1991,70.3,71000.0,Prodaja,Stanovanje
6043043,"LJ. MOSTE, ZALOŠKA CESTA",Moste-Polje,3,1912,50.0,90000.0,Prodaja,Stanovanje
6064168,"LJ. MOSTE, ZELENA JAMA, NASELJE ATRIUM",Moste-Polje,4,2010,169.53,344645.2,Prodaja,Stanovanje
6069679,NOVE JARŠE,Moste-Polje,4,1977,58.0,130000.0,Prodaja,Stanovanje
6070018,"NOVE JARŠE, BTC",Moste-Polje,6,1981,32.0,85000.0,Prodaja,Stanovanje
6064497,"NOVE JARŠE, JARSKA CESTA",Moste-Polje,VP,1962,33.19,92000.0,Prodaja,Stanovanje
6069616,NOVO POLJE,Moste-Polje,2,1970,85.0,114000.0,Prodaja,Stanovanje
6064998,"NOVO POLJE, VELIK ATRIJ",Moste-Polje,VP,1956,89.0,223000.0,Prodaja,Stanovanje
6016440,POLJE,Moste-Polje,P,1998,39.3,78000.0,Prodaja,Stanovanje
5921468,"POLJE, ZA OBVOZNICO",Moste-Polje,1,1968,71.0,119000.0,Prodaja,Stanovanje
6059619,"POLJE, ZALOŠKA CESTA 186",Moste-Polje,2,1912,51.7,115000.0,Prodaja,Stanovanje
6058421,"ŠTEPANJA VAS, BILEČANSKA ULICA 5",Moste-Polje,10,1978,65.0,155000.0,Prodaja,Stanovanje
6062852,ŠTEPANJSKO NASELJE,Moste-Polje,3,1975,63.9,129900.0,Prodaja,Stanovanje
6050807,"ŠTEPANJSKO NASELJE, BLIŽINA",Moste-Polje,P,2011,80.0,245000.0,Prodaja,Stanovanje
6065516,"ŠTEPANJSKO NASELJE, FUŽINE, BLIŽINA FUŽINSKEGA GRADU",Moste-Polje,1,1870,55.0,115000.0,Prodaja,Stanovanje
6069479,"ŠTEPANJSKO NASELJE, JAKČEVA 2",Moste-Polje,6,2014,63.0,150000.0,Prodaja,Stanovanje
5634772,"ŠTEPANJSKO NASELJE, NUSDORFERJEVA",Moste-Polje,3,1975,60.0,129000.0,Prodaja,Stanovanje
5598092,VEVČE,Moste-Polje,1,1900,80.5,100000.0,Prodaja,Stanovanje
6062342,ZALOG,Moste-Polje,3,1960,56.1,129950.0,Prodaja,Stanovanje
6068247,ZALOG,Moste-Polje,2,1970,74.0,195000.0,Prodaja,Stanovanje
6069527,"ZALOG, AGROKOMBINATSKA 6",Moste-Polje,1,1980,63.0,139000.0,Prodaja,Stanovanje
6046486,ZG. KAŠELJ,Moste-Polje,1,2006,54.9,140000.0,Prodaja,Stanovanje
6063648,BROD,Siska,1,2006,36.1,115000.0,Prodaja,Stanovanje
6056228,"BROD, MIRNA LOKACIJA BLIZU NARAVE",Siska,4,2009,118.62,320000.0,Prodaja,Stanovanje
6050852,"BROD, PENTHOUSE, SOSESKA OSMICA",Siska,2,2016,92.41,223270.9,Prodaja,Stanovanje
6033361,"BROD, SOSESKA OSMICA",Siska,1,2016,41.29,140036.0,Prodaja,Stanovanje
6050866,"BROD, SOSESKA OSMICA",Siska,1,2016,90.1,299569.0,Prodaja,Stanovanje
6027327,DRAVLJE,Siska,4,1983,21.5,47000.0,Prodaja,Stanovanje
6065581,DRAVLJE,Siska,3,1977,29.0,78000.0,Prodaja,Stanovanje
6060424,DRAVLJE,Siska,10,1984,32.0,84500.0,Prodaja,Stanovanje
6069003,DRAVLJE,Siska,4,1975,43.6,110000.0,Prodaja,Stanovanje
5789406,"KOPER, SEMEDELA, ULICA 2. PREKOM. BRIGA",Siska,3,1983,72.6,150000.0,Prodaja,Stanovanje
6062423,DRAVLJE,Siska,3,1984,98.4,215000.0,Prodaja,Stanovanje
6055876,"DRAVLJE, NASPROTI MERCATOR CENTRA ŠIŠKA",Siska,3,1982,31.0,79500.0,Prodaja,Stanovanje
6066443,KOSEZE,Siska,1,1974,48.0,160000.0,Prodaja,Stanovanje
6035531,KOSEZE,Siska,P,2008,100.5,695000.0,Prodaja,Stanovanje
6064091,"KOSEZE, LEDARSKA",Siska,2,2008,49.0,235000.0,Prodaja,Stanovanje
6045389,"KOSEZE, TERASASTI BLOKI, BRATOV UČAKAR",Siska,3,1978,78.1,170000.0,Prodaja,Stanovanje
6065144,LJ. ŠIŠKA,Siska,3,2016,28.4,84900.0,Prodaja,Stanovanje
6063453,LJ. ŠIŠKA,Siska,9,1972,36.0,109000.0,Prodaja,Stanovanje
6015435,LJ. ŠIŠKA,Siska,1,1931,40.0,82000.0,Prodaja,Stanovanje
6067526,LJ. ŠIŠKA,Siska,1,2010,56.54,205000.0,Prodaja,Stanovanje
5961693,LJ. ŠIŠKA,Siska,P,2000,59.4,149000.0,Prodaja,Stanovanje
5788908,FUŽINE,Siska,2,1988,32.0,300.0,Prodaja,Stanovanje
6058135,LJ. ŠIŠKA,Siska,VP,1933,66.0,99000.0,Prodaja,Stanovanje
6057423,LJ. ŠIŠKA,Siska,1,2018,78.46,231588.8,Prodaja,Stanovanje
6057426,LJ. ŠIŠKA,Siska,1,2018,79.07,238601.5,Prodaja,Stanovanje
6057429,LJ. ŠIŠKA,Siska,2,2018,82.98,247570.35,Prodaja,Stanovanje
6057422,LJ. ŠIŠKA,Siska,1,2018,84.8,249446.0,Prodaja,Stanovanje
6064223,LJ. ŠIŠKA,Siska,2,1952,88.7,229000.0,Prodaja,Stanovanje
5989950,LJ. ŠIŠKA,Siska,4,1934,89.0,203500.0,Prodaja,Stanovanje
6057421,LJ. ŠIŠKA,Siska,1,2018,90.81,265449.4,Prodaja,Stanovanje
6059557,LJ. ŠIŠKA,Siska,5,1978,95.6,175000.0,Prodaja,Stanovanje
6035462,LJ. ŠIŠKA,Siska,3,1984,98.4,215000.0,Prodaja,Stanovanje
6024242,LJ. ŠIŠKA,Siska,M,1939,102.3,195000.0,Prodaja,Stanovanje
6066980,LJ. ŠIŠKA,Siska,4,2008,108.72,366000.0,Prodaja,Stanovanje
6067839,LJ. ŠIŠKA,Siska,4,2018,217.43,778643.59,Prodaja,Stanovanje
6067408,"LJ. ŠIŠKA, ADAMIČEVA ULICA",Siska,3,1970,28.5,84900.0,Prodaja,Stanovanje
6029756,"LJ. ŠIŠKA, ALEŠOVČEVA ULICA",Siska,M,1961,19.7,37000.0,Prodaja,Stanovanje
6015434,"LJ. ŠIŠKA, ALJAZEVA, PRILOZNOST ZA OBNOVO",Siska,3,1979,40.0,110000.0,Prodaja,Stanovanje
6069867,"LJ. ŠIŠKA, BLIŽINA CENTRA, TIVOLIJA",Siska,P,1890,64.56,195000.0,Prodaja,Stanovanje
5789802,"LJ. ŠIŠKA, BLIŽINA STARE CERKVE, S PARKINGOM",Siska,M,1995,54.0,105000.0,Prodaja,Stanovanje
6065487,"LJ. ŠIŠKA, BOHINJČEVA ULICA",Siska,M,1995,104.8,225000.0,Prodaja,Stanovanje
6069321,"LJ. ŠIŠKA, BROD, TACEN, VIKRČE",Siska,2,2009,112.2,227000.0,Prodaja,Stanovanje
6035237,"LJ. ŠIŠKA, CELOVŠKA CESTA",Siska,7,1974,28.0,74900.0,Prodaja,Stanovanje
6040759,"LJ. ŠIŠKA, CELOVŠKA CESTA",Siska,9,1973,35.2,115000.0,Prodaja,Stanovanje
6064432,"LJ. ŠIŠKA, CELOVŠKA CESTA",Siska,3,1968,63.0,145000.0,Prodaja,Stanovanje
6069600,"LJ. ŠIŠKA, CELOVŠKA CESTA, BLIŽINA LPP",Siska,2,1968,26.9,75000.0,Prodaja,Stanovanje
6065119,"LJ. ŠIŠKA, CELOVŠKI DVORI",Siska,4,2009,92.0,189000.0,Prodaja,Stanovanje
6069319,"LJ. ŠIŠKA, DRAVLJE",Siska,2,2009,35.0,119000.0,Prodaja,Stanovanje
5933331,"LJ. ŠIŠKA, DRAVLJE",Siska,3,1983,73.0,147000.0,Prodaja,Stanovanje
6066221,"LJ. ŠIŠKA, DRAVLJE",Siska,3,1983,79.8,159900.0,Prodaja,Stanovanje
6059139,"LJ. ŠIŠKA, DRAVLJE, BRILEJEVA",Siska,6,1982,76.0,155000.0,Prodaja,Stanovanje
6049610,"LJ. ŠIŠKA, KINO",Siska,9,1972,33.8,109000.0,Prodaja,Stanovanje
5991810,"LJ. ŠIŠKA, KOSEZE - TERASASTI BLOKI",Siska,3,1974,33.1,79000.0,Prodaja,Stanovanje
6058696,"LJ. ŠIŠKA, KOSEZE - TERASASTI BLOKI",Siska,3,1978,76.81,178000.0,Prodaja,Stanovanje
5941263,"LJ. ŠIŠKA, KOSEZE, TERASASTI BLOKI",Siska,3,1974,33.1,79000.0,Prodaja,Stanovanje
5873055,"LJ. CENTER, TRNOVO, CESTA V ZELENI LOG",Siska,P,2004,112.7,225000.0,Prodaja,Stanovanje
6057851,"LJ. ŠIŠKA, MARTINČEVA ULICA, DRAVLJE",Siska,P,2000,156.0,367000.0,Prodaja,Stanovanje
6048442,"LJ. ŠIŠKA, NA JAMI",Siska,M,1932,82.5,156000.0,Prodaja,Stanovanje
6069741,"LJ. ŠIŠKA, PILON - PODUTIK",Siska,5,2008,188.0,295000.0,Prodaja,Stanovanje
6068978,"LJ. ŠIŠKA, PODUTIK",Siska,P,2016,119.0,419000.0,Prodaja,Stanovanje
6062208,"LJ. ŠIŠKA, PODUTIK",Siska,P+1,1968,156.3,367000.0,Prodaja,Stanovanje
6066397,"LJ. ŠIŠKA, PRI MERCATOR CENTRU, LIPA",Siska,12,2015,21.0,48000.0,Prodaja,Stanovanje
6064639,"LJ. ŠIŠKA, SPODNJA",Siska,VP,1940,39.9,115000.0,Prodaja,Stanovanje
6045933,"LJ. ŠIŠKA, SPODNJA, MILČINSKEGA ULICA",Siska,2,2002,132.3,329000.0,Prodaja,Stanovanje
6069843,"LJ. ŠIŠKA, ŠENTVID",Siska,2,2009,39.0,72500.0,Prodaja,Stanovanje
6069063,"LJ. ŠIŠKA, ŠENTVID",Siska,3,1933,80.8,119000.0,Prodaja,Stanovanje
5883962,"LJ. BEŽIGRAD, GLAVARJEVA ULICA",Siska,10,1977,42.0,350.0,Prodaja,Stanovanje
6063944,"LJ. ŠIŠKA, ŠENTVID",Siska,3,1986,95.0,214000.0,Prodaja,Stanovanje
6040213,"LJ. ŠIŠKA, ŠMARTNO POD ŠMARNO GORO, PRELOGE",Siska,3,1995,110.0,250000.0,Prodaja,Stanovanje
6059161,"LJ. ŠIŠKA, TERASA",Siska,1,2006,40.0,115000.0,Prodaja,Stanovanje
6057348,"LJ. ŠIŠKA, UL. ANE ZIHERLOVE",Siska,1,1970,69.9,185000.0,Prodaja,Stanovanje
6069521,"LJ. ŠIŠKA, VILA BLOK, GARAŽA",Siska,2,1993,67.0,195000.0,Prodaja,Stanovanje
6069850,"LJ. ŠIŠKA, VIŽMARJE",Siska,PK,2009,76.3,110000.0,Prodaja,Stanovanje
6060744,"LJ. ŠIŠKA, Z ATRIJEM",Siska,P,2004,62.0,150000.0,Prodaja,Stanovanje
6059540,"LJ. ŠIŠKA, ZGORNJA",Siska,3,1995,96.0,215000.0,Prodaja,Stanovanje
5595091,PODUTIK,Siska,3,2009,45.0,120000.0,Prodaja,Stanovanje
6066620,PODUTIK,Siska,1,1966,89.4,145000.0,Prodaja,Stanovanje
6041658,PODUTIK,Siska,1,2006,185.5,399000.0,Prodaja,Stanovanje
5795497,"MARIBOR, BLIZU MAGDALENSKEGA PARKA",Siska,VP,2011,69.2,79000.0,Prodaja,Stanovanje
6070063,SP. ŠIŠKA,Siska,P,1963,66.4,125000.0,Prodaja,Stanovanje
6066528,SP. ŠIŠKA,Siska,6,1968,103.4,260000.0,Prodaja,Stanovanje
6050588,"SP. ŠIŠKA, NASPROTI HALE TIVOLI",Siska,1,1890,143.0,300300.0,Prodaja,Stanovanje
6066358,ŠENTVID,Siska,4,1963,56.0,123000.0,Prodaja,Stanovanje
6066420,ŠENTVID,Siska,4,1963,56.0,123000.0,Prodaja,Stanovanje
6030502,ŠENTVID,Siska,1,1977,57.55,129000.0,Prodaja,Stanovanje
6066852,ŠENTVID,Siska,VP,1954,69.32,160000.0,Prodaja,Stanovanje
6062862,ŠENTVID,Siska,3,1984,98.4,215000.0,Prodaja,Stanovanje
6037585,ŠENTVID,Siska,P,2004,147.0,138500.0,Prodaja,Stanovanje
6062363,"ŠENTVID, BREZ PROVIZIJE ZA KUPCA",Siska,3,1984,98.4,215000.0,Prodaja,Stanovanje
6065505,"ŠENTVID, LJ.",Siska,3,1963,56.0,123000.0,Prodaja,Stanovanje
5996409,"ŠENTVID, SELANOV TRG",Siska,1,1990,76.0,139000.0,Prodaja,Stanovanje
6062560,"ŠENTVID, ZVEZDA",Siska,3,1984,98.4,215000.0,Prodaja,Stanovanje
6068362,"ŠENTVID, ZVEZDA, BREZ PROVIZIJE",Siska,3,1984,98.4,215000.0,Prodaja,Stanovanje
6047326,ŠMARTNO POD ŠMARNO GORO,Siska,M,1950,55.0,89000.0,Prodaja,Stanovanje
6012713,ŠMARTNO POD ŠMARNO GORO,Siska,1,1992,96.4,170000.0,Prodaja,Hiša
6064078,TACEN,Siska,2,2004,71.41,193000.0,Prodaja,Stanovanje
5941515,TACEN,Siska,1,2009,79.66,215000.0,Prodaja,Stanovanje
6067060,TACEN,Siska,2,2001,107.2,245000.0,Prodaja,Stanovanje
5936011,TACEN,Siska,4,2003,147.7,349000.0,Prodaja,Stanovanje
6054633,"TACEN, ŠMARTNO, BREZ PROVIZIJE ZA KUPCA",Siska,M,1950,68.0,89000.0,Prodaja,Stanovanje
6061670,"TACEN, TACENSKI DVORI, Z ODPRTIM POGLEDOM",Siska,1,2006,44.0,115000.0,Prodaja,Stanovanje
6021526,VIŽMARJE,Siska,M,1968,60.0,109900.0,Prodaja,Stanovanje
6066248,"VIŽMARJE, BLIZU AC PRIKLJUČKA",Siska,K+P+1+2,1967,126.6,139900.0,Prodaja,Stanovanje
6068935,ZG. ŠIŠKA,Siska,3,1967,30.1,79000.0,Prodaja,Stanovanje
6066471,ZG. ŠIŠKA,Siska,9,1973,33.8,110000.0,Prodaja,Stanovanje
6067020,ZG. ŠIŠKA,Siska,2,1953,103.75,229000.0,Prodaja,Stanovanje
6066504,ZG. ŠIŠKA,Siska,2,1952,103.8,240000.0,Prodaja,Stanovanje
6059231,"ZG. ŠIŠKA, BLIŽINA OBIRSKE ULICE",Siska,2,1952,103.8,229000.0,Prodaja,Stanovanje
6064597,"ZG. ŠIŠKA, LITOSTROJ",Siska,5,1964,21.0,46000.0,Prodaja,Stanovanje
6056964,"ZG. ŠIŠKA, NA JAMI",Siska,PK,1938,46.0,88000.0,Prodaja,Stanovanje
6058368,"ZG. ŠIŠKA, VODNIKOVA ULICA",Siska,P,1909,44.0,110000.0,Prodaja,Stanovanje
6062911,"BTC, NASELJE ATRIUM, ZELENA JAMA",Vic-Rudnik,4,2010,169.53,342056.44,Prodaja,Stanovanje
6063648,BROD,Vic-Rudnik,1,2006,36.1,115000.0,Prodaja,Stanovanje
6056228,"BROD, MIRNA LOKACIJA BLIZU NARAVE",Vic-Rudnik,4,2009,118.62,320000.0,Prodaja,Stanovanje
6050852,"BROD, PENTHOUSE, SOSESKA OSMICA",Vic-Rudnik,2,2016,92.41,223270.9,Prodaja,Stanovanje
6033361,"BROD, SOSESKA OSMICA",Vic-Rudnik,1,2016,41.29,140036.0,Prodaja,Stanovanje
6050866,"BROD, SOSESKA OSMICA",Vic-Rudnik,1,2016,90.1,299569.0,Prodaja,Stanovanje
5788885,"KOPER, ZG. SEMEDELA",Vic-Rudnik,4,1973,64.62,116000.0,Prodaja,Stanovanje
6054146,"BTC, ŠMARTINSKA CESTA 72, ATRIUM",Vic-Rudnik,1,2009,58.8,175000.0,Prodaja,Stanovanje
6027327,DRAVLJE,Vic-Rudnik,4,1983,21.5,47000.0,Prodaja,Stanovanje
6065581,DRAVLJE,Vic-Rudnik,3,1977,29.0,78000.0,Prodaja,Stanovanje
6060424,DRAVLJE,Vic-Rudnik,10,1984,32.0,84500.0,Prodaja,Stanovanje
6069003,DRAVLJE,Vic-Rudnik,4,1975,43.6,110000.0,Prodaja,Stanovanje
6049284,DRAVLJE,Vic-Rudnik,3,1983,72.6,150000.0,Prodaja,Stanovanje
6062423,DRAVLJE,Vic-Rudnik,3,1984,98.4,215000.0,Prodaja,Stanovanje
6055876,"DRAVLJE, NASPROTI MERCATOR CENTRA ŠIŠKA",Vic-Rudnik,3,1982,31.0,79500.0,Prodaja,Stanovanje
5982626,FUŽINE,Vic-Rudnik,1,1987,87.0,160000.0,Prodaja,Stanovanje
6022015,"FUŽINE, CHENGDUJSKA",Vic-Rudnik,1,1986,98.44,197000.0,Prodaja,Stanovanje
6066329,"FUŽINE, RUSJANOV TRG",Vic-Rudnik,2,1986,80.1,165000.0,Prodaja,Stanovanje
6068302,JARŠE,Vic-Rudnik,7,1982,79.2,179000.0,Prodaja,Stanovanje
6033218,KODELJEVO,Vic-Rudnik,1,1960,54.0,135000.0,Prodaja,Stanovanje
6041439,KOSEZE,Vic-Rudnik,1,2007,92.0,165000.0,Prodaja,Stanovanje
6055215,"KOSEZE, BLIŽINA KOSEŠKEGA BAJERJA",Vic-Rudnik,P,1971,60.1,139000.0,Prodaja,Stanovanje
6019194,"KOSEZE, PODUTIŠKA CESTA",Vic-Rudnik,1,1972,33.0,64000.0,Prodaja,Stanovanje
6053946,LJ. MOSTE,Vic-Rudnik,4,1961,30.2,89000.0,Prodaja,Stanovanje
6066337,LJ. MOSTE,Vic-Rudnik,P,1899,43.1,79000.0,Prodaja,Stanovanje
6070025,LJ. MOSTE,Vic-Rudnik,4,1966,51.0,109900.0,Prodaja,Hiša
6054324,LJ. MOSTE,Vic-Rudnik,VP,2016,62.7,156000.0,Prodaja,Stanovanje
6068369,LJ. MOSTE,Vic-Rudnik,M,1950,65.0,147000.0,Prodaja,Stanovanje
6069055,LJ. MOSTE,Vic-Rudnik,2,2006,67.0,131900.0,Prodaja,Stanovanje
5953705,LJ. MOSTE,Vic-Rudnik,VP,1960,75.2,148000.0,Prodaja,Stanovanje
6059953,LJ. MOSTE,Vic-Rudnik,1,1968,84.6,168500.0,Prodaja,Stanovanje
5952316,LJ. MOSTE,Vic-Rudnik,P,1900,118.6,200000.0,Prodaja,Stanovanje
6057327,"LJ. MOSTE, BLIZU ZDRAVSTVENEGA DOMA",Vic-Rudnik,P,1960,58.2,122000.0,Prodaja,Stanovanje
6039320,"LJ. MOSTE, BLIŽINA UKC",Vic-Rudnik,1,1927,47.0,99000.0,Prodaja,Stanovanje
5932572,"LJ. MOSTE, DOBRUNJE, JAVOR",Vic-Rudnik,P,1950,38.0,59000.0,Prodaja,Stanovanje
6023327,"LJ. MOSTE, KAJUHOVA",Vic-Rudnik,11,1967,70.7,165000.0,Prodaja,Stanovanje
6069434,"LJ. MOSTE, KODELJEVO",Vic-Rudnik,1,1959,52.1,135000.0,Prodaja,Hiša
6067520,"LJ. MOSTE, KODELJEVO, POLOVIČNA PROVIZIJA",Vic-Rudnik,1,1959,64.8,135000.0,Prodaja,Stanovanje
6004359,"LJ. MOSTE, LE STRELJAJ OD CENTRA",Vic-Rudnik,P,1987,69.0,159000.0,Prodaja,Stanovanje
6016178,"LJ. MOSTE, OB KAJUHOVI",Vic-Rudnik,1,1964,67.0,135000.0,Prodaja,Stanovanje
6069437,"LJ. MOSTE, POLJE",Vic-Rudnik,4,1974,29.0,73000.0,Prodaja,Stanovanje
6035292,"LJ. MOSTE, POLJE - SNEBERJE",Vic-Rudnik,1,1965,41.3,83000.0,Prodaja,Stanovanje
6038701,"LJ. MOSTE, ROŽIČEVA ULICA",Vic-Rudnik,1,1962,62.0,125000.0,Prodaja,Stanovanje
6064847,"LJ. MOSTE, ŠTEPANJSKO NASELJE",Vic-Rudnik,2,1977,21.1,68000.0,Prodaja,Stanovanje
6069454,"LJ. MOSTE, ŠTEPANJSKO NASELJE",Vic-Rudnik,10,1978,64.8,155000.0,Prodaja,Stanovanje
6068853,"LJ. MOSTE, VEVČE",Vic-Rudnik,PK,2000,53.0,131000.0,Prodaja,Stanovanje
5924595,"LJ. MOSTE, ZALOG",Vic-Rudnik,P,2008,40.0,79900.0,Prodaja,Stanovanje
6054331,"LJ. MOSTE, ZALOG",Vic-Rudnik,2,1960,82.2,160000.0,Prodaja,Stanovanje
6054338,"LJ. MOSTE, ZALOG",Vic-Rudnik,1,1960,108.3,200000.0,Prodaja,Stanovanje
6047592,"LJ. MOSTE, ZELENA JAMA",Vic-Rudnik,1,2009,138.3,585000.0,Prodaja,Stanovanje
6050086,LJ. ŠIŠKA,Vic-Rudnik,PK,1933,20.5,42000.0,Prodaja,Stanovanje
6069849,LJ. ŠIŠKA,Vic-Rudnik,2,2009,34.7,55000.0,Prodaja,Stanovanje
6063453,LJ. ŠIŠKA,Vic-Rudnik,9,1972,36.0,109000.0,Prodaja,Stanovanje
6015435,LJ. ŠIŠKA,Vic-Rudnik,1,1931,40.0,82000.0,Prodaja,Stanovanje
6067526,LJ. ŠIŠKA,Vic-Rudnik,1,2010,56.54,205000.0,Prodaja,Stanovanje
5961693,LJ. ŠIŠKA,Vic-Rudnik,P,2000,59.4,149000.0,Prodaja,Stanovanje
6069735,LJ. ŠIŠKA,Vic-Rudnik,1,1963,63.5,148000.0,Prodaja,Stanovanje
6057430,LJ. ŠIŠKA,Vic-Rudnik,3,2018,68.1,206895.46,Prodaja,Stanovanje
6057428,LJ. ŠIŠKA,Vic-Rudnik,1,2018,79.07,237876.54,Prodaja,Stanovanje
