id,ime,podrocje,nadstropje,leto,velikost,cena
6075376,ČRNUČE,Bezigrad,1,1980,57.0,109000.0
6069578,ČRNUČE,Bezigrad,1,1980,57.0,109000.0
6074012,ČRNUČE,Bezigrad,2,1926,63.6,75000.0
6010408,"LJ. BEŽIGRAD, DUNAJSKA CESTA, STOŽICE",Bezigrad,P,2000,45.0,110000.0
6005542,"LJ. BEŽIGRAD, DUNAJSKI KRISTALI",Bezigrad,P,2010,71.0,260000.0
6017404,"LJ. BEŽIGRAD, DUNAJSKI KRISTALI",Bezigrad,P,2009,79.6,260000.0
6044342,"LJ. BEŽIGRAD, DUNAJSKI KRISTALI, LAHKO 4 - SOBNO",Bezigrad,2,2010,228.0,458000.0
6068334,"LJ. BEŽIGRAD, DUNAJSKI KRISTALI, REZERVIRANO",Bezigrad,P,2009,99.1,285000.0
6067359,"LJ. BEŽIGRAD, DUNAJSKI MOZAIK",Bezigrad,P,2009,75.0,270000.0
6068583,"LJ. BEŽIGRAD, EINSPIELERJEVA ULICA",Bezigrad,4,1963,22.3,81000.0
6070194,"LJ. BEŽIGRAD, FONDOVI BLOKI",Bezigrad,2,1932,108.8,189000.0
6073059,"LJ. BEŽIGRAD, FONDOVI BLOKI, NAKUP BREZ PROVIZ",Bezigrad,4,1937,127.8,179000.0
6069389,"LJ. BEŽIGRAD, GLAVARJEVA",Bezigrad,2,1965,62.2,168500.0
6070289,"LJ. BEŽIGRAD, GLAVARJEVA",Bezigrad,6,1977,67.9,175000.0
6075123,"LJ. BEŽIGRAD, GLAVARJEVA",Bezigrad,10,1977,77.4,177000.0
6075871,"LJ. BEŽIGRAD, GLAVARJEVA REZIDENCA",Bezigrad,P,2006,116.39,420000.0
6074705,"LJ. BEŽIGRAD, GLAVARJEVA ULICA",Bezigrad,9,1977,68.6,148000.0
6075258,"LJ. BEŽIGRAD, GLINŠKOVA PLOŠČAD",Bezigrad,VP,1976,82.5,165000.0
6045998,"LJ. BEŽIGRAD, HEQUETOVA",Bezigrad,7,2009,123.2,520000.0
6074378,"LJ. BEŽIGRAD, HERBERSTEINOVA ULICA",Bezigrad,3,2002,87.5,174000.0
5993124,"LJ. BEŽIGRAD, HITER DOSTOP DO OBVOZNICE",Bezigrad,4,2014,79.4,280255.64
5990235,"LJ. BEŽIGRAD, HITER DOSTOP DO OBVOZNICE",Bezigrad,10,2014,107.6,400348.7
5990233,"LJ. BEŽIGRAD, HITER DOSTOP DO OBVOZNICE",Bezigrad,5,2014,108.21,384143.64
5990234,"LJ. BEŽIGRAD, HITER DOSTOP DO OBVOZNICE",Bezigrad,4,2014,119.88,401600.56
6061494,"LJ. BEŽIGRAD, KOMANOVA",Bezigrad,1,2011,118.37,330000.0
6055507,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,5,2014,61.21,218869.0
6055501,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,6,2014,61.48,218488.0
6055798,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,8,2014,79.03,338999.0
6055498,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,4,2014,80.97,286847.0
6055497,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,6,2014,80.97,288235.0
6055793,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,7,2014,86.9,335778.0
6055786,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,7,2014,89.79,382472.0
6055822,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,10,2014,90.88,400348.0
6055814,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,10,2014,98.0,553627.0
6055801,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,9,2014,99.95,490084.0
6055788,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,7,2014,101.38,431948.0
6055495,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,5,2014,103.91,384143.0
6055803,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,9,2014,114.55,637415.0
6055783,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,5,2014,114.81,468988.0
6055816,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,10,2014,117.57,654617.0
6055810,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,10,2014,119.07,720516.0
6055821,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,10,2014,119.92,685260.0
6055790,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,7,2014,122.93,583826.0
6055791,"LJ. BEŽIGRAD, KUPEC NE PLAČA PROVIZIJE",Bezigrad,8,2014,147.06,591229.0
6033622,"LJ. BEŽIGRAD, LINHARTOVA CESTA",Bezigrad,PK,1937,68.2,100000.0
6074427,"LJ. BEŽIGRAD, LIVARSKA 14",Bezigrad,1,1970,58.0,130000.0
6051798,"LJ. BEŽIGRAD, MAROLTOVA UL.",Bezigrad,3,1979,77.7,159000.0
5990230,"LJ. BEŽIGRAD, MOŽNOST PREDELAVE V 1 SOBNO",Bezigrad,3,2014,55.32,188582.93
5788490,"TABOR, PREDEL MAGDALENA, BLIZU BOLNICE",Bezigrad,3,2009,80.0,82750.0
6021424,"LJ. BEŽIGRAD, NASPROTI BEŽIGRAJSKEGA DVORA",Bezigrad,8,1974,99.0,229000.0
6073050,"LJ. BEŽIGRAD, NASPROTI SITULE",Bezigrad,1,1975,45.0,150000.0
6074230,"LJ. BEŽIGRAD, PARMOVA ULICA",Bezigrad,2,1950,80.0,179000.0
6069612,"LJ. BEŽIGRAD, PARMOVA ULICA",Bezigrad,2,1939,82.9,179000.0
5968732,"LJ. BEŽIGRAD, PEGAMOVA ULICA",Bezigrad,4,2006,113.0,298000.0
6069596,"LJ. BEŽIGRAD, POLOVIČNA PROVIZIJA",Bezigrad,1,2006,111.0,320000.0
6074646,"LJ. BEŽIGRAD, PRI STADIONU",Bezigrad,2,1932,125.0,200000.0
6075231,"LJ. BEŽIGRAD, PTUJSKA, MANJŠI BLOK",Bezigrad,VP,1951,80.8,139000.0
6075301,"LJ. BEŽIGRAD, RAPOVA JAMA, BLIŽINA FAKULTET",Bezigrad,5,1986,28.9,89000.0
6063933,"LJ. BEŽIGRAD, REBOLJEVA",Bezigrad,4,1980,78.0,160000.0
6019928,"LJ. BEŽIGRAD, SAVSKI KAMEN",Bezigrad,5,2006,145.3,415000.0
6071480,"LJ. BEŽIGRAD, SAVSKI KAMEN",Bezigrad,5,2006,146.0,415000.0
6073308,"LJ. BEŽIGRAD, SAVSKO NASELJE",Bezigrad,2,2016,89.68,199000.0
6069503,"LJ. BEŽIGRAD, SAVSKO NASELJE, BREZ PROVIZIJE ZA KUPCA",Bezigrad,1,1957,85.0,175000.0
6071278,"LJ. BEŽIGRAD, SITULA",Bezigrad,8,2013,130.0,420000.0
6051493,"LJ. BEŽIGRAD, SITULA, NADSTANDARDNO",Bezigrad,2,2012,118.06,265000.0
6067980,"LJ. BEŽIGRAD, SPODNJE ČRNUČE",Bezigrad,2,1961,50.0,125000.0
5940104,"LJ. BEŽIGRAD, SPODNJE ČRNUČE",Bezigrad,4,2000,100.0,390000.0
5989612,"LJ. BEŽIGRAD, STOŽICE",Bezigrad,P,2009,79.6,260000.0
6062960,"LJ. BEŽIGRAD, STOŽICE",Bezigrad,5,1999,130.0,345000.0
6074263,"LJ. BEŽIGRAD, ŠARHOVA ULICA",Bezigrad,3,1964,77.2,159000.0
6068758,"LJ. BEŽIGRAD, TOP LOKACIJA NI AGENCIJ",Bezigrad,13,2016,80.0,189000.0
6069714,"LJ. BEŽIGRAD, TOPNIŠKA ULICA",Bezigrad,P,2002,106.0,390000.0
6048756,"LJ. BEŽIGRAD, VODOVODNA CESTA",Bezigrad,1,1900,54.0,110000.0
6057515,"LJ. BEŽIGRAD, VOJKOVA",Bezigrad,19,1980,81.0,150000.0
5983199,"LJ. BEŽIGRAD, VOJKOVA ULICA - BLIZU CENTRA",Bezigrad,7,1988,96.9,270000.0
6019129,"LJ. BEŽIGRAD, Z LEPIM RAZGLEDOM",Bezigrad,8,1974,106.6,209000.0
5955806,"LJ. BEŽIGRAD, ZA KUPCE BREZ PROVIZIJE",Bezigrad,5,2014,108.0,384143.64
5955798,"LJ. BEŽIGRAD, ZA KUPCE BREZ PROVIZIJE",Bezigrad,9,2014,186.2,637415.9
6063471,"LJ. BEŽIGRAD, ZUPANČIČEVA JAMA",Bezigrad,5,1989,101.0,335000.0
5855376,"LJ. BEŽIGRAD, ZUPANČIČEVA JAMA",Bezigrad,2,1995,130.0,450000.0
5929146,"LJ. BEŽIGRAD, ZUPANČIČEVA JAMA",Bezigrad,2,1995,134.0,450000.0
5929181,"LJ. BEŽIGRAD, ZUPANČIČEVA JAMA - VELIKA TERASA",Bezigrad,VP,2005,58.6,200000.0
6042392,"LJ. BEŽIGRAD, ŽUP. JAMA, Z GARSONJERO",Bezigrad,2,1995,140.7,385000.0
6038487,"LJ. BEŽIGRAD, ŽUPANČIČEVA JAMA",Bezigrad,2,2009,102.1,349000.0
6066715,SAVLJE,Bezigrad,P,2003,76.2,215000.0
6054533,"SAVSKO NASELJE, BEŽIGRAD",Bezigrad,5,1958,32.0,90000.0
6042357,STOŽICE,Bezigrad,P,2000,44.7,110000.0
5788559,"BIŠČE, 2 STANOVANJSKI ENOTI",Bezigrad,P+1,1976,150.0,95000.0
5984107,ZUPANČIČEVA JAMA,Bezigrad,M,1991,123.0,280000.0
6066758,ZUPANČIČEVA JAMA,Bezigrad,7,2009,123.2,620000.0
6024860,ZUPANČIČEVA JAMA,Bezigrad,2,1968,63.0,120000.0
6070357,ČRNUČE,Bezigrad,4,1978,66.5,152000.0
5992598,ČRNUČE,Bezigrad,4,2009,84.1,230000.0
6069380,ČRNUČE,Bezigrad,VP,1934,96.5,139000.0
6066577,ČRNUČE,Bezigrad,2,1956,97.2,220000.0
5985796,ČRNUČE,Bezigrad,P,2008,105.35,379000.0
5491755,ČRNUČE,Bezigrad,2,2010,129.0,270000.0
6066651,ČRNUČE,Bezigrad,K+P+1+2,2012,179.1,296000.0
5886982,ČRNUČE,Bezigrad,5,2000,379.0,390000.0
5925734,"ČRNUČE, CENTER ČRNUČ",Bezigrad,4,1981,46.0,95000.0
6027045,"ČRNUČE, DUNAJSKA 319",Bezigrad,2,1996,79.8,149000.0
6071011,"ČRNUČE, INVESTICIJSKO",Bezigrad,P,2010,64.31,148000.0
6054650,"ČRNUČE, KUPEC NE PLAČA PROVIZIJE",Bezigrad,M,2007,91.0,220000.0
5901870,"ČRNUČE, LJ. - SAVSKI BREG",Bezigrad,2,2010,45.68,140000.0
5503420,"ČRNUČE, LOVRENČIČEVA ULICA",Bezigrad,1,2010,94.0,242000.0
6015913,"ČRNUČE, MIRNA LOKACIJA",Bezigrad,4,2011,137.91,230000.0
6012126,"ČRNUČE, SAVSKI BREG",Bezigrad,2,2009,45.7,140000.0
6069601,"ČRNUČE, SAVSKI BREG",Bezigrad,2,2010,46.0,140000.0
6033232,"ČRNUČE, SAVSKI BREG",Bezigrad,P,2009,83.0,140000.0
6033236,"ČRNUČE, SAVSKI BREG",Bezigrad,1,2009,105.0,210000.0
6033652,"ČRNUČE, SAVSKI BREG",Bezigrad,P,2009,120.0,220000.0
6071078,"ČRNUČE, SPODNJE",Bezigrad,2,2010,45.7,137000.0
5967396,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,3,2017,40.82,87770.0
5967393,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,2,2017,41.79,88130.0
5967391,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,P,2017,58.1,142280.0
5967387,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,2,2017,61.97,126970.0
5967390,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,3,2017,63.84,131020.0
5967383,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,1,2017,63.91,127580.0
5967386,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,1,2017,66.3,128800.0
5967380,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,1,2017,73.08,145850.0
5967381,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,P,2017,74.42,163240.0
5967377,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,P,2017,76.84,164910.0
5967371,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,2,2017,79.69,161922.81
5967374,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,3,2017,81.07,165710.0
5788559,"BIŠČE, 2 STANOVANJSKI ENOTI",Bezigrad,1,2017,81.07,161070.0
5967375,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,3,2017,81.51,166180.0
5967369,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,1,2017,82.84,163642.63
5967372,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,2,2017,85.04,169850.0
5967353,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,3,2017,101.11,201638.81
5967357,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,4,2017,148.82,290000.0
5967362,"ČRNUČE, SPODNJE OKROGARJEVA 2",Bezigrad,4,2017,148.99,290000.0
6068338,"ČRNUŠKA GMAJNA, SUHADOLČANOVA 85 - ČRNUČE",Bezigrad,P,2008,63.1,115000.0
6064220,LJ. BEŽIGRAD,Bezigrad,P,2000,44.0,110000.0
6012027,LJ. BEŽIGRAD,Bezigrad,P,2000,44.7,110000.0
6063089,LJ. BEŽIGRAD,Bezigrad,1,1972,44.8,150000.0
6060684,LJ. BEŽIGRAD,Bezigrad,1,1975,45.0,150000.0
5995287,LJ. BEŽIGRAD,Bezigrad,2,2010,45.68,140000.0
6050873,LJ. BEŽIGRAD,Bezigrad,3,2011,48.0,137000.0
6066424,LJ. BEŽIGRAD,Bezigrad,3,1942,49.0,137000.0
6056978,LJ. BEŽIGRAD,Bezigrad,1,1965,50.5,138000.0
6074463,LJ. BEŽIGRAD,Bezigrad,1,1977,51.1,135000.0
6066878,LJ. BEŽIGRAD,Bezigrad,5,2014,55.24,201834.01
6014243,LJ. BEŽIGRAD,Bezigrad,4,2014,55.33,203000.0
6069347,LJ. BEŽIGRAD,Bezigrad,VP,1977,56.4,142000.0
6056957,LJ. BEŽIGRAD,Bezigrad,3,1979,56.5,145000.0
6045657,LJ. BEŽIGRAD,Bezigrad,1,1960,57.0,137000.0
6064562,LJ. BEŽIGRAD,Bezigrad,1,1978,57.4,134500.0
6075296,LJ. BEŽIGRAD,Bezigrad,1,1964,59.8,154900.0
6066547,LJ. BEŽIGRAD,Bezigrad,4,1978,60.2,152000.0
6074025,LJ. BEŽIGRAD,Bezigrad,9,1978,63.9,148000.0
6074738,LJ. BEŽIGRAD,Bezigrad,9,1978,63.9,148000.0
5902889,LJ. BEŽIGRAD,Bezigrad,VP,1966,64.0,130000.0
6007781,LJ. BEŽIGRAD,Bezigrad,5,2014,64.0,217912.45
6066913,LJ. BEŽIGRAD,Bezigrad,4,2014,64.72,216969.32
6014817,LJ. BEŽIGRAD,Bezigrad,4,2014,64.88,218000.0
6066871,LJ. BEŽIGRAD,Bezigrad,4,2014,64.88,217677.57
6017515,LJ. BEŽIGRAD,Bezigrad,4,2014,64.94,217800.0
6066872,LJ. BEŽIGRAD,Bezigrad,4,2014,64.94,217805.68
6066876,LJ. BEŽIGRAD,Bezigrad,5,2014,64.99,217912.45
6066817,LJ. BEŽIGRAD,Bezigrad,VP,1984,65.0,169000.0
6007790,LJ. BEŽIGRAD,Bezigrad,5,2014,65.0,218040.56
6066877,LJ. BEŽIGRAD,Bezigrad,5,2014,65.05,218040.56
6066873,LJ. BEŽIGRAD,Bezigrad,4,2014,65.24,218446.26
6066879,LJ. BEŽIGRAD,Bezigrad,5,2014,65.61,218869.7
6073042,LJ. BEŽIGRAD,Bezigrad,9,1977,65.8,148000.0
5797544,"BLED, ALPSKI BLOKI",Bezigrad,3,1972,70.0,137000.0
6007780,LJ. BEŽIGRAD,Bezigrad,3,2014,66.0,216939.35
6048752,LJ. BEŽIGRAD,Bezigrad,4,1978,66.5,152000.0
6074765,LJ. BEŽIGRAD,Bezigrad,9,1977,66.6,148000.0
6015796,LJ. BEŽIGRAD,Bezigrad,4,2014,66.65,243000.0
6069260,LJ. BEŽIGRAD,Bezigrad,3,1939,67.1,180000.0
6073906,LJ. BEŽIGRAD,Bezigrad,9,1978,68.6,148000.0
6070029,LJ. BEŽIGRAD,Bezigrad,1,2008,71.7,175000.0
6069555,LJ. BEŽIGRAD,Bezigrad,15,1981,72.8,150000.0
6041677,LJ. BEŽIGRAD,Bezigrad,4,1965,76.0,260000.0
6065149,LJ. BEŽIGRAD,Bezigrad,2,1939,77.1,180000.0
5641420,LJ. BEŽIGRAD,Bezigrad,1,1954,78.16,146000.0
6066304,LJ. BEŽIGRAD,Bezigrad,4,1980,78.8,160000.0
6071207,LJ. BEŽIGRAD,Bezigrad,5,2014,78.91,265159.75
6007777,LJ. BEŽIGRAD,Bezigrad,4,2014,79.0,270928.24
5967345,LJ. BEŽIGRAD,Bezigrad,P,2009,79.6,260000.0
6015812,LJ. BEŽIGRAD,Bezigrad,1,2014,79.74,251000.0
5998428,LJ. BEŽIGRAD,Bezigrad,1,2014,79.74,250819.77
6071187,LJ. BEŽIGRAD,Bezigrad,2,1950,80.1,180000.0
6066890,LJ. BEŽIGRAD,Bezigrad,8,2014,82.39,319590.67
6066901,LJ. BEŽIGRAD,Bezigrad,9,2014,82.56,320501.44
6066896,LJ. BEŽIGRAD,Bezigrad,9,2014,82.68,338848.0
5789802,"LJ. ŠIŠKA, BLIŽINA STARE CERKVE, S PARKINGOM",Bezigrad,M,1995,54.0,105000.0
6069585,LJ. BEŽIGRAD,Bezigrad,3,1939,82.9,180000.0
5887643,LJ. BEŽIGRAD,Bezigrad,7,2014,82.91,306368.41
6069518,LJ. BEŽIGRAD,Bezigrad,3,2014,84.27,243000.0
6066874,LJ. BEŽIGRAD,Bezigrad,4,2014,84.48,286847.79
6066891,LJ. BEŽIGRAD,Bezigrad,8,2014,84.56,329347.97
6066886,LJ. BEŽIGRAD,Bezigrad,7,2014,84.59,314138.53
5946883,LJ. BEŽIGRAD,Bezigrad,2,2009,84.9,439000.0
6066915,LJ. BEŽIGRAD,Bezigrad,6,2014,85.13,288235.7
6066912,LJ. BEŽIGRAD,Bezigrad,5,2014,85.27,288534.64
6015805,LJ. BEŽIGRAD,Bezigrad,9,2014,85.54,332000.0
5896088,LJ. BEŽIGRAD,Bezigrad,9,2014,85.54,331440.49
6073075,LJ. BEŽIGRAD,Bezigrad,2,1957,89.68,189000.0
6076113,LJ. BEŽIGRAD,Bezigrad,1,1957,89.7,199000.0
5893829,LJ. BEŽIGRAD,Bezigrad,8,2014,90.36,351891.87
6066889,LJ. BEŽIGRAD,Bezigrad,8,2014,90.36,351891.87
6066885,LJ. BEŽIGRAD,Bezigrad,7,2014,90.43,335778.19
6066899,LJ. BEŽIGRAD,Bezigrad,9,2014,90.43,368534.98
6035980,LJ. BEŽIGRAD,Bezigrad,M,2007,92.0,220000.0
6052322,LJ. BEŽIGRAD,Bezigrad,2,1939,92.26,195000.0
6066910,LJ. BEŽIGRAD,Bezigrad,7,2014,93.41,382472.51
6064055,LJ. BEŽIGRAD,Bezigrad,2,1996,93.5,349000.0
5896090,LJ. BEŽIGRAD,Bezigrad,9,2014,93.64,383450.95
6066900,LJ. BEŽIGRAD,Bezigrad,9,2014,93.64,383450.95
6069637,LJ. BEŽIGRAD,Bezigrad,P,2005,93.9,299000.0
6074345,LJ. BEŽIGRAD,Bezigrad,VP,1940,94.0,299000.0
6015933,LJ. BEŽIGRAD,Bezigrad,6,2014,97.51,325000.0
6076013,LJ. BEŽIGRAD,Bezigrad,1,1933,97.8,169000.0
5888956,LJ. BEŽIGRAD,Bezigrad,2,2011,103.0,459000.0
6074960,LJ. BEŽIGRAD,Bezigrad,8,2014,104.0,550000.0
6066884,LJ. BEŽIGRAD,Bezigrad,7,2014,105.1,431948.39
5893832,LJ. BEŽIGRAD,Bezigrad,8,2014,105.18,432119.21
6066888,LJ. BEŽIGRAD,Bezigrad,8,2014,105.18,432119.21
5896102,LJ. BEŽIGRAD,Bezigrad,9,2014,105.35,432969.53
6066897,LJ. BEŽIGRAD,Bezigrad,9,2014,105.35,432969.53
5797544,"BLED, ALPSKI BLOKI",Bezigrad,3,1972,70.0,137000.0
6071507,LJ. BEŽIGRAD,Bezigrad,7,2014,107.19,439209.02
6066887,LJ. BEŽIGRAD,Bezigrad,8,2014,107.19,439209.02
6067027,LJ. BEŽIGRAD,Bezigrad,P,1937,107.4,299000.0
5901140,LJ. BEŽIGRAD,Bezigrad,10,2014,107.59,400348.7
6066906,LJ. BEŽIGRAD,Bezigrad,10,2014,107.59,400348.7
6066881,LJ. BEŽIGRAD,Bezigrad,5,2014,108.21,384143.64
5887136,LJ. BEŽIGRAD,Bezigrad,4,2014,108.28,384293.11
6066875,LJ. BEŽIGRAD,Bezigrad,4,2014,108.28,384293.11
6003339,LJ. BEŽIGRAD,Bezigrad,3,1932,108.8,189000.0
6059893,LJ. BEŽIGRAD,Bezigrad,5,1991,118.0,280000.0
6071022,LJ. BEŽIGRAD,Bezigrad,1,2011,118.0,330000.0
5896083,LJ. BEŽIGRAD,Bezigrad,9,2014,120.57,490084.88
6066898,LJ. BEŽIGRAD,Bezigrad,9,2014,120.57,490084.88
5865963,LJ. BEŽIGRAD,Bezigrad,2,2014,122.01,378807.15
6021940,LJ. BEŽIGRAD,Bezigrad,P,1965,125.0,450000.0
6074415,LJ. BEŽIGRAD,Bezigrad,1,2000,130.24,189000.0
6043056,LJ. BEŽIGRAD,Bezigrad,4,1996,132.9,360000.0
6052545,LJ. BEŽIGRAD,Bezigrad,4,1996,133.5,620000.0
5887627,LJ. BEŽIGRAD,Bezigrad,6,2014,140.59,469747.31
6007826,LJ. BEŽIGRAD,Bezigrad,8,2014,150.0,591229.78
5893834,LJ. BEŽIGRAD,Bezigrad,8,2014,150.91,591229.78
6066914,LJ. BEŽIGRAD,Bezigrad,9,2014,150.97,591413.54
6066895,LJ. BEŽIGRAD,Bezigrad,9,2014,150.97,591413.54
5893827,LJ. BEŽIGRAD,Bezigrad,8,2014,153.32,444132.0
5990779,LJ. BEŽIGRAD,Bezigrad,10,2014,159.0,553000.0
5901142,LJ. BEŽIGRAD,Bezigrad,10,2014,159.0,553627.62
6066909,LJ. BEŽIGRAD,Bezigrad,10,2014,159.0,553627.62
6066904,LJ. BEŽIGRAD,Bezigrad,10,2014,161.66,575565.18
6066903,LJ. BEŽIGRAD,Bezigrad,10,2014,162.46,576769.46
5887161,LJ. BEŽIGRAD,Bezigrad,5,2014,162.78,468988.66
6066880,LJ. BEŽIGRAD,Bezigrad,5,2014,162.78,468988.66
6066779,LJ. BEŽIGRAD,Bezigrad,5,2001,170.0,366000.0
6066823,LJ. BEŽIGRAD,Bezigrad,7,2014,176.1,583826.89
6007829,LJ. BEŽIGRAD,Bezigrad,10,2014,185.0,654617.47
5901136,LJ. BEŽIGRAD,Bezigrad,10,2014,185.09,654617.47
6066911,LJ. BEŽIGRAD,Bezigrad,10,2014,185.09,654617.47
6007827,LJ. BEŽIGRAD,Bezigrad,9,2014,186.0,637415.9
5893835,LJ. BEŽIGRAD,Bezigrad,9,2014,186.2,637415.9
6066908,LJ. BEŽIGRAD,Bezigrad,9,2014,186.2,637415.9
6017493,LJ. BEŽIGRAD,Bezigrad,9,2014,186.31,638000.0
6007828,LJ. BEŽIGRAD,Bezigrad,10,2014,189.0,685260.98
5788506,"LJ. BEŽIGRAD, PRI ASTRI",Bezigrad,10,2014,189.95,685260.98
6007830,LJ. BEŽIGRAD,Bezigrad,10,2014,202.0,720516.73
5901149,LJ. BEŽIGRAD,Bezigrad,10,2014,202.38,720516.73
5948383,LJ. BEŽIGRAD,Bezigrad,P,2007,205.0,360000.0
6069636,LJ. BEŽIGRAD,Bezigrad,3,1997,217.0,449000.0
6073179,"LJ. BEŽIGRAD, - 2 KM IZ CENTRA",Bezigrad,5,2014,78.91,265159.75
6073185,"LJ. BEŽIGRAD, - 2 KM IZ CENTRA",Bezigrad,4,2014,79.04,270928.24
6067405,"LJ. BEŽIGRAD, AKCIJA ZA GOTOVINO",Bezigrad,9,2009,123.17,470000.0
6042666,"LJ. BEŽIGRAD, ATRIJ UL. METODA MIKUŽA RAPOVA J",Bezigrad,P,1983,62.8,189000.0
6051972,"LJ. BEŽIGRAD, ATRIJSKO, GLINŠKOVA PLOŠČAD",Bezigrad,P,1980,60.0,153000.0
6069208,"LJ. BEŽIGRAD, BLIZU CENTRA",Bezigrad,P,1989,20.0,90000.0
6050112,"LJ. BEŽIGRAD, BLIŽINA AC PRIKLJUČKA",Bezigrad,9,2014,151.0,591000.0
5771748,"LJ. BEŽIGRAD, BLIŽINA CENTRA",Bezigrad,2,1950,99.0,275000.0
6075170,"LJ. BEŽIGRAD, BLIŽINA CENTRA",Bezigrad,1,1983,104.5,245000.0
6057706,"LJ. BEŽIGRAD, BLIŽINA CENTRA",Bezigrad,1,2000,139.0,209900.0
6059894,"LJ. BEŽIGRAD, BLIŽINA PLEČNIKOVEGA STADIONA",Bezigrad,2,2002,108.8,189000.0
